image_path,label
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_1.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_2.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_3.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_4.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_5.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_6.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_7.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_8.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_9.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_10.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_11.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_12.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_13.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_14.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_15.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_16.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_17.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_18.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_19.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_20.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_21.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_22.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_23.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_24.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_25.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_26.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_27.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_28.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_29.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_30.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_31.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_32.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_33.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_34.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_35.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_36.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_37.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_38.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_39.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_40.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_41.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_42.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_43.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_44.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_45.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_46.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_47.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_48.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_49.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_50.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_51.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_52.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_53.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_54.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_55.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_56.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_57.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_58.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_59.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_60.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_61.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_62.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_63.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_64.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_65.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_66.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_67.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_68.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_69.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_70.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_71.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_72.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_73.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_74.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_75.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_76.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_77.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_78.jpg,impressionism
D:/StyleRecognition/Style-recognition/ImageDataset/Impressionism/Alfred_Sisley/Alfred_Sisley_79.jpg,impressionism
